Date_ms;response_time_ms;rtd_no
154030;27;3
154100;3;2
154233;31;3
154289;3;2
154293;290;5
154430;27;3
154488;286;5
154491;4;2
154629;28;3
154658;2;2
154661;258;5
154761;160;5
154833;32;3
155021;220;5
155029;28;3
155230;28;3
155236;235;5
155374;4;2
155375;2;2
155419;3;2
155434;33;3
155451;249;5
155451;3;2
155555;154;5
155635;34;3
155637;2;2
155828;227;5
155829;27;3
155835;3;2
156006;204;5
156030;28;3
156073;3;2
156231;29;3
156254;252;5
156305;4;2
156432;29;3
156440;3;2
156624;3;2
156630;28;3
156752;550;5
156813;410;5
156829;27;3
156846;3;2
156897;295;5
157037;36;3
157070;268;5
157072;2;2
157223;222;5
157229;27;3
157253;3;2
157407;205;5
157429;27;3
157473;4;2
157599;3;2
157626;224;5
157629;28;3
157824;3;2
157832;31;3
157852;251;5
158031;29;3
158064;263;5
158095;3;2
158221;3;2
158232;30;3
158235;233;5
158428;226;5
158430;29;3
158469;3;2
158631;29;3
158665;264;5
158745;4;2
158770;168;5
158830;29;3
159032;31;3
159042;241;5
159233;31;3
159265;264;5
159386;3;2
159391;4;2
159428;2;2
159430;28;3
159452;3;2
159463;261;5
159630;29;3
159638;236;5
159671;2;2
159818;217;5
159830;27;3
159842;2;2
160010;207;5
160028;27;3
160040;3;2
160232;30;3
160302;52;2
160306;305;5
160431;29;3
160466;2;2
160657;56;3
160683;4;2
160831;30;3
160849;2;2
160871;669;5
160903;501;5
160953;352;5
161031;29;3
161036;2;2
161039;238;5
161233;31;3
161246;244;5
161272;3;2
161416;214;5
161430;29;3
161484;3;2
161629;28;3
161636;235;5
161675;4;2
161827;4;2
161831;29;3
161917;316;5
162032;31;3
162060;2;2
162066;264;5
162226;2;2
162226;225;5
162230;27;3
162407;3;2
162432;29;3
162447;244;5
162629;28;3
162635;232;5
162644;3;2
162832;30;3
162893;292;5
163032;31;3
163107;305;5
163209;208;5
163232;29;3
163431;29;3
163477;3;2
163493;290;5
163516;3;2
163588;4;2
163620;3;2
163632;230;5
163635;33;3
163701;3;2
163825;223;5
163829;28;3
163874;4;2
164026;3;2
164031;30;3
164064;263;5
164191;3;2
164224;223;5
164229;28;3
164432;31;3
164443;3;2
164629;28;3
164660;3;2
164828;2;2
164830;29;3
164983;582;5
165023;3;2
165029;28;3
165061;860;5
165092;291;5
165095;494;5
165233;31;3
165236;235;5
165272;3;2
165429;28;3
165460;258;5
165475;2;2
165613;3;2
165627;226;5
165630;28;3
165830;29;3
165866;264;5
165874;3;2
166095;94;3
166095;21;2
166105;304;5
166231;30;3
166292;3;2
166300;299;5
166431;230;5
166431;29;3
166439;2;2
166629;27;3
166647;2;2
166661;259;5
166830;28;3
166873;271;5
167004;202;5
167035;33;3
167230;29;3
167268;266;5
167416;215;5
167434;32;3
167576;3;2
167631;28;3
167677;2;2
167680;3;2
167682;280;5
167725;4;2
167745;3;2
167782;179;5
167831;30;3
167893;3;2
168011;210;5
168030;29;3
168072;4;2
168235;34;3
168252;251;5
168287;3;2
168430;27;3
168435;2;2
168630;29;3
168643;3;2
168833;32;3
168873;3;2
169006;405;5
169028;27;3
169033;2;2
169067;664;5
169075;274;5
169105;904;5
169215;3;2
169229;28;3
169249;248;5
169431;30;3
169433;2;2
169443;242;5
169612;3;2
169623;222;5
169629;28;3
169827;226;5
169827;3;2
169832;29;3
170034;31;3
170040;237;5
170089;11;2
170227;224;5
170230;28;3
170275;4;2
170426;3;2
170432;230;5
170437;35;3
170630;29;3
170631;2;2
170663;261;5
170831;30;3
170866;265;5
171028;227;5
171030;28;3
171226;224;5
171231;30;3
171431;29;3
171481;280;5
171599;3;2
171629;28;3
171638;236;5
171650;3;2
171686;2;2
171722;3;2
171810;2;2
171830;28;3
171879;278;5
171908;2;2
172031;29;3
172032;230;5
172049;4;2
172231;29;3
172238;236;5
172273;4;2
172431;29;3
172448;3;2
172631;29;3
172687;3;2
172830;28;3
172919;45;2
173030;27;3
173079;4;2
173119;717;5
173149;947;5
173183;381;5
173214;612;5
173231;29;3
173240;2;2
173248;245;5
173431;29;3
173465;263;5
173483;3;2
173624;222;5
173629;27;3
173632;3;2
173827;225;5
173831;30;3
173887;4;2
174031;29;3
174036;235;5
174036;3;2
174172;170;5
174231;28;3
174284;3;2
174415;212;5
174429;27;3
174438;2;2
174630;28;3
174664;262;5
174698;2;2
174834;232;5
174837;36;3
175030;29;3
175063;262;5
175157;156;5
175231;30;3
175425;224;5
175430;28;3
175629;227;5
175631;30;3
175680;3;2
175700;2;2
175729;3;2
175818;2;2
175823;3;2
175890;88;3
175900;299;5
175906;3;2
176031;29;3
176039;2;2
176102;300;5
176206;204;5
176228;27;3
176274;3;2
176431;3;2
176431;28;3
176628;25;3
176656;3;2
176830;28;3
176861;3;2
177036;34;3
177051;3;2
177184;382;5
177193;590;5
177228;27;3
177239;3;2
177336;933;5
177337;1136;5
177339;337;5
177416;4;2
177431;30;3
177446;245;5
177628;227;5
177635;33;3
177724;4;2
177802;3;2
177829;27;3
177832;230;5
178030;28;3
178031;229;5
178135;3;2
178226;224;5
178233;31;3
178303;3;2
178429;27;3
178435;233;5
178446;3;2
178635;33;3
178671;3;2
178681;279;5
178830;27;3
178894;292;5
179030;29;3
179059;256;5
179208;207;5
179229;27;3
179431;28;3
179468;266;5
179629;28;3
179660;257;5
179797;4;2
179831;29;3
179866;265;5
179872;2;2
179873;2;2
179929;5;2
179960;3;2
179960;2;2
180030;228;5
180030;29;3
180071;3;2
180231;30;3
180238;2;2
180276;275;5
180417;2;2
180430;28;3
180632;29;3
180672;2;2
180829;28;3
180871;3;2
181031;29;3
181046;2;2
181231;29;3
181236;2;2
181328;725;5
181329;927;5
181329;528;5
181341;1140;5
181372;370;5
181411;209;5
181430;28;3
181469;3;2
181631;29;3
181663;261;5
181685;3;2
181776;174;5
181831;29;3
181874;3;2
181995;3;2
182009;207;5
182027;26;3
182215;3;2
182232;31;3
182243;242;5
182422;3;2
182431;230;5
182441;38;3
182635;32;3
182669;266;5
182687;3;2
182831;29;3
182840;237;5
183032;29;3
183066;264;5
183221;218;5
183229;28;3
183416;215;5
183432;30;3
183631;229;5
183636;33;3
183819;2;2
183829;3;2
183834;31;3
183848;245;5
183924;14;2
183947;3;2
183960;3;2
183984;3;2
184029;28;3
184057;254;5
184071;3;2
184221;220;5
184230;28;3
184274;3;2
184432;31;3
184499;3;2
184630;28;3
184636;3;2
184830;28;3
184876;4;2
185030;27;3
185075;2;2
185231;29;3
185234;3;2
185466;864;5
185467;65;3
185471;2;2
185482;680;5
185499;496;5
185594;1392;5
185595;393;5
185596;1195;5
185629;27;3
185641;3;2
185748;346;5
185831;30;3
185847;3;2
185919;317;5
186030;29;3
186031;3;2
186067;266;5
186231;29;3
186236;2;2
186271;270;5
186431;30;3
186463;261;5
186469;2;2
186630;229;5
186631;29;3
186678;3;2
186829;28;3
186856;254;5
187033;32;3
187046;245;5
187233;32;3
187266;265;5
187431;230;5
187431;30;3
187611;210;5
187629;28;3
187831;30;3
187909;308;5
187943;4;2
187953;3;2
187980;3;2
187994;2;2
187995;194;5
188027;26;3
188046;3;2
188071;3;2
188093;3;2
188197;196;5
188229;26;3
188299;3;2
188430;29;3
188479;3;2
188630;29;3
188637;2;2
188829;27;3
188872;2;2
189031;28;3
189048;2;2
189232;30;3
189238;2;2
189429;28;3
189474;3;2
189549;546;5
189550;748;5
189578;977;5
189601;399;5
189629;1426;5
189630;1229;5
189642;40;3
189646;2;2
189677;276;5
189831;29;3
189875;3;2
189888;286;5
190017;3;2
190031;29;3
190068;266;5
190211;3;2
190219;217;5
190232;29;3
190397;3;2
190478;75;3
190478;275;5
190627;2;2
190635;34;3
190656;253;5
190810;209;5
190828;27;3
191028;27;3
191036;235;5
191215;214;5
191228;27;3
191431;29;3
191479;278;5
191632;31;3
191634;232;5
191832;30;3
191832;231;5
192019;3;2
192036;33;3
192045;243;5
192064;3;2
192083;3;2
192135;3;2
192177;3;2
192205;202;5
192221;2;2
192229;27;3
192257;3;2
192342;3;2
192430;29;3
192436;3;2
192629;28;3
192671;3;2
192830;28;3
192881;2;2
193028;27;3
193086;2;2
193230;28;3
193291;22;2
193428;27;3
193439;3;2
193547;345;5
193580;979;5
193616;1414;5
193618;816;5
193626;1225;5
193629;628;5
193631;29;3
193650;2;2
193668;267;5
193830;28;3
193893;291;5
193909;3;2
194031;29;3
194053;3;2
194064;262;5
194215;2;2
194231;229;5
194232;29;3
194429;26;3
194431;3;2
194522;319;5
194633;30;3
194661;2;2
194692;289;5
194831;228;5
194858;57;3
195030;29;3
195077;276;5
195232;30;3
195247;246;5
195405;203;5
195430;28;3
195630;27;3
195690;288;5
195830;28;3
195869;266;5
196028;2;2
196034;32;3
196066;264;5
196085;4;2
196086;2;2
196089;3;2
196163;3;2
196195;3;2
196202;2;2
196225;223;5
196226;25;3
196246;3;2
196430;29;3
196501;4;2
196633;31;3
196644;3;2
196807;2;2
196830;29;3
197035;32;3
197063;3;2
197229;28;3
197248;3;2
197462;2;2
197514;111;3
197635;34;3
197648;1046;5
197674;2;2
197682;481;5
197756;1555;5
197758;1357;5
197782;3;2
197790;787;5
197805;1004;5
197806;403;5
197833;31;3
197898;297;5
198036;35;3
198078;3;2
198111;309;5
198229;3;2
198230;29;3
198230;229;5
198419;218;5
198431;28;3
198439;3;2
198631;29;3
198636;3;2
198672;269;5
198832;29;3
198910;308;5
199021;218;5
199028;27;3
199097;3;2
199171;41;2
199230;28;3
199298;3;2
199331;330;5
199433;31;3
199439;237;5
199471;3;2
199630;27;3
199646;244;5
199673;2;2
199824;221;5
199832;29;3
199874;4;2
200028;225;5
200029;27;3
200046;2;2
200231;29;3
200240;238;5
200241;3;2
200422;3;2
200432;31;3
200631;30;3
200672;4;2
200701;499;5
200742;341;5
200832;31;3
200844;3;2
200916;315;5
201012;211;5
201030;28;3
201049;2;2
201202;3;2
201228;26;3
201230;228;5
201431;229;5
201431;30;3
201439;3;2
202420;42;2
202427;359;2
202428;160;2
202430;814;2
202431;558;2
202451;1050;5
202473;71;3
202480;279;3
202482;679;3
202486;884;3
202487;484;3
202631;29;3
202685;2;2
202744;342;5
202746;943;5
202747;546;5
202783;780;5
202802;1200;5
202828;26;3
202835;233;5
203029;227;5
203030;29;3
203160;3;2
203195;3;2
203229;26;3
203263;3;2
203315;314;5
203421;218;5
203429;28;3
203452;3;2
203620;2;2
203632;30;3
203652;251;5
203809;207;5
203830;27;3
203871;4;2
204030;28;3
204040;2;2
204086;283;5
204231;29;3
204234;232;5
204258;2;2
204432;30;3
204521;3;2
204630;29;3
204632;2;2
204722;320;5
204789;587;5
204830;28;3
204837;2;2
204914;313;5
205031;30;3
205069;267;5
205077;3;2
205230;29;3
205292;291;5
205313;3;2
205396;4;2
205429;26;3
205432;231;5
205579;176;5
205631;29;3
205674;2;2
205836;34;3
205843;241;5
205851;3;2
205968;166;5
206035;34;3
206107;2;2
206232;29;3
206271;3;2
206298;297;5
206428;3;2
206432;30;3
206464;261;5
206630;29;3
206635;233;5
206657;2;2
206750;149;5
206829;27;3
206998;196;5
207031;28;3
207175;3;2
207229;28;3
207261;258;5
207273;3;2
207307;3;2
207429;27;3
207496;3;2
207512;311;5
207610;208;5
207624;3;2
207632;29;3
207832;30;3
207833;230;5
207851;3;2
208030;29;3
208044;242;5
208074;3;2
208234;31;3
208250;249;5
208258;3;2
208425;2;2
208432;30;3
208631;29;3
208718;3;2
208790;388;5
208832;31;3
208840;637;5
208876;2;2
208879;277;5
209031;30;3
209035;2;2
209064;263;5
209215;3;2
209231;29;3
209242;241;5
209413;211;5
209429;27;3
209460;3;2
209598;196;5
209630;28;3
209681;3;2
209831;29;3
209845;243;5
209857;3;2
210031;30;3
210049;3;2
210063;261;5
210231;30;3
210263;262;5
210280;3;2
210400;4;2
210427;25;3
210431;230;5
210630;28;3
210663;3;2
210676;274;5
210812;210;5
210828;27;3
210959;158;5
211032;30;3
211229;28;3
211241;239;5
211362;3;2
211396;3;2
211400;3;2
211430;29;3
211433;3;2
211502;301;5
211632;31;3
211636;235;5
211641;2;2
211831;30;3
211884;283;5
212014;213;5
212031;29;3
212230;228;5
212230;29;3
212431;30;3
212632;31;3
212707;4;2
212830;29;3
212911;510;5
212945;744;5
212962;3;2
212994;16;2
213011;2;2
213022;221;5
213030;3;2
213031;30;3
213043;442;5
213095;3;2
213142;3;2
213183;182;5
213232;29;3
213256;3;2
213414;211;5
213428;2;2
213431;29;3
213604;202;5
213634;32;3
213640;3;2
213830;29;3
213852;3;2
213863;261;5
214007;206;5
214030;28;3
214071;3;2
214254;252;5
214265;62;3
214375;3;2
214414;211;5
214424;3;2
214428;27;3
214614;3;2
214630;29;3
214641;240;5
214822;221;5
214830;28;3
215029;28;3
215037;235;5
215219;218;5
215227;26;3
215430;28;3
215465;264;5
215626;224;5
215631;28;3
215833;32;3
215843;240;5
216029;228;5
216032;30;3
216034;2;2
216085;9;2
216154;4;2
216159;2;2
216200;17;2
216205;2;2
216229;3;2
216231;30;3
216234;232;5
216268;3;2
216434;32;3
216494;2;2
216630;28;3
216703;28;2
216823;3;2
216832;30;3
216869;668;5
216945;543;5
216946;344;5
217030;29;3
217045;2;2
217074;272;5
217200;2;2
217228;26;3
217229;228;5
217418;216;5
217433;30;3
217442;2;2
217621;2;2
217632;30;3
217651;248;5
217830;28;3
217861;259;5
217873;2;2
218018;216;5
218031;30;3
218046;2;2
218224;3;2
218233;30;3
218237;236;5
218428;27;3
218448;3;2
218464;261;5
218635;33;3
218639;238;5
218683;3;2
218831;229;5
218833;30;3
219032;31;3
219080;277;5
219095;3;2
219114;2;2
219232;31;3
219245;2;2
219264;263;5
219388;187;5
219430;28;3
219468;2;2
219629;3;2
219633;30;3
219660;258;5
219813;3;2
219831;28;3
219871;268;5
220019;216;5
220031;30;3
220046;2;2
220235;34;3
220244;2;2
220278;277;5
220432;31;3
220482;3;2
220632;30;3
220715;3;2
220817;3;2
220833;30;3
221009;407;5
221031;30;3
221095;894;5
221096;695;5
221104;3;2
221111;308;5
221223;3;2
221235;32;3
221266;265;5
221419;216;5
221433;32;3
221464;4;2
221629;28;3
221640;3;2
221701;300;5
221801;200;5
221829;28;3
221924;4;2
222007;4;2
222018;217;5
222028;26;3
222229;28;3
222238;236;5
222246;3;2
222410;209;5
222428;27;3
222467;3;2
222626;225;5
222629;3;2
222630;27;3
222834;32;3
222865;262;5
222996;194;5
223030;29;3
223093;3;2
223142;3;2
223189;3;2
223227;226;5
223229;28;3
223431;230;5
223431;29;3
223447;2;2
223621;3;2
223635;32;3
223656;254;5
223818;215;5
223828;26;3
223892;4;2
223983;4;2
224029;27;3
224090;288;5
224202;3;2
224230;28;3
224231;229;5
224381;3;2
224429;28;3
224632;30;3
224702;3;2
224833;30;3
224917;25;2
225032;30;3
225069;3;2
225142;540;5
225144;341;5
225148;146;5
225168;3;2
225235;834;5
225241;39;3
225270;1068;5
225428;2;2
225431;30;3
225460;258;5
225631;29;3
225644;3;2
225661;260;5
225807;205;5
225828;26;3
225857;3;2
225962;3;2
226034;32;3
226103;301;5
226232;31;3
226235;3;2
226272;270;5
226413;3;2
226430;28;3
226488;287;5
226631;28;3
226637;235;5
226662;3;2
226830;227;5
226832;30;3
227026;224;5
227028;27;3
227160;3;2
227221;3;2
227232;30;3
227236;235;5
227306;3;2
227409;207;5
227428;26;3
227478;3;2
227629;27;3
227630;2;2
227713;311;5
227813;3;2
227830;28;3
227869;267;5
228028;226;5
228030;28;3
228033;3;2
228233;31;3
228260;3;2
228295;293;5
228430;28;3
228473;3;2
228629;28;3
228643;3;2
228831;29;3
228836;3;2
229030;28;3
229073;3;2
229109;307;5
229111;909;5
229143;741;5
229144;543;5
229178;3;2
229217;215;5
229229;27;3
229480;33;2
229480;79;3
229489;287;5
229635;33;3
229673;3;2
229703;302;5
229833;32;3
229869;267;5
229870;2;2
229974;173;5
230031;29;3
230046;3;2
230227;3;2
230232;31;3
230232;230;5
230419;2;2
230430;28;3
230455;254;5
230632;31;3
230645;243;5
230716;4;2
230831;29;3
230846;245;5
231014;212;5
231032;29;3
231245;43;3
231279;3;2
231308;305;5
231311;3;2
231365;7;2
231429;27;3
231447;2;2
231464;262;5
231608;206;5
231631;29;3
231654;3;2
231825;3;2
231835;33;3
231868;266;5
231999;197;5
232030;28;3
232045;3;2
232231;30;3
232290;288;5
232324;4;2
232431;29;3
232473;3;2
232632;31;3
232635;3;2
232834;31;3
232855;3;2
233028;27;3
233044;3;2
233164;762;5
233231;29;3
233234;431;5
233303;3;2
233304;703;5
233333;1132;5
233335;334;5
233429;28;3
233463;261;5
233515;3;2
233615;3;2
233630;28;3
233667;266;5
233827;225;5
233830;28;3
233900;3;2
234031;30;3
234040;2;2
234108;306;5
234231;29;3
234233;2;2
234247;246;5
234431;29;3
234435;233;5
234471;3;2
234631;29;3
234633;3;2
234664;262;5
234836;34;3
234874;272;5
235033;32;3
235035;233;5
235226;225;5
235229;28;3
235392;3;2
235430;28;3
235468;2;2
235499;298;5
235499;3;2
235501;2;2
235630;29;3
235645;2;2
235662;260;5
235832;29;3
235868;267;5
235868;3;2
236031;30;3
236035;3;2
236088;285;5
236225;224;5
236232;29;3
236275;3;2
236430;29;3
236513;3;2
236631;30;3
236709;4;2
236830;29;3
236836;2;2
237032;30;3
237097;30;2
237229;28;3
237280;2;2
237286;485;5
237365;1162;5
237366;965;5
237369;367;5
237415;6;2
237426;825;5
237439;38;3
237477;276;5
237631;29;3
237664;263;5
237676;3;2
237806;204;5
237823;3;2
237833;31;3
238002;200;5
238029;27;3
238090;4;2
238192;4;2
238223;221;5
238230;28;3
238418;3;2
238429;28;3
238548;346;5
238631;30;3
238661;2;2
238690;289;5
238833;31;3
238867;266;5
239031;30;3
239036;234;5
239235;33;3
239250;249;5
239412;3;2
239414;212;5
239429;28;3
239476;4;2
239484;3;2
239512;3;2
239630;29;3
239632;231;5
239658;3;2
239820;219;5
239830;29;3
239852;3;2
240012;211;5
240031;29;3
240031;3;2
240220;218;5
240231;30;3
240235;2;2
240433;31;3
240446;2;2
240628;27;3
240635;2;2
240829;28;3
240839;3;2
241030;29;3
241070;3;2
241229;28;3
241274;4;2
241406;605;5
241429;27;3
241434;2;2
241500;1098;5
241531;1330;5
241617;616;5
241619;1018;5
241624;423;5
241634;3;2
241639;36;3
241669;267;5
241833;32;3
241889;3;2
241899;296;5
242032;31;3
242047;3;2
242080;279;5
242231;30;3
242232;231;5
242288;3;2
242433;32;3
242441;3;2
242477;276;5
242626;225;5
242629;28;3
242646;3;2
242828;26;3
242841;240;5
243077;275;5
243080;77;3
243231;28;3
243328;325;5
243416;213;5
243428;27;3
243528;3;2
243558;4;2
243590;3;2
243623;4;2
243631;29;3
243636;235;5
243656;3;2
243829;28;3
243874;4;2
243906;304;5
244018;217;5
244030;29;3
244031;3;2
244231;29;3
244233;2;2
244245;244;5
244430;29;3
244442;3;2
244580;3;2
244629;27;3
244824;3;2
244833;32;3
245032;31;3
245073;3;2
245243;3;2
245260;57;3
245424;822;5
245429;27;3
245471;3;2
245504;1103;5
245504;1302;5
245541;540;5
245557;756;5
245565;2;2
245579;376;5
245632;31;3
245674;272;5
245830;229;5
245832;31;3
245833;3;2
246032;30;3
246037;3;2
246067;266;5
246245;44;3
246277;275;5
246308;3;2
246433;32;3
246435;234;5
246511;3;2
246614;3;2
246629;28;3
246663;262;5
246828;227;5
246830;29;3
247032;31;3
247038;237;5
247269;268;5
247270;67;3
247429;28;3
247509;306;5
247592;3;2
247601;3;2
247629;27;3
247664;263;5
247746;3;2
247746;3;2
247746;3;2
247832;30;3
247853;2;2
247891;289;5
248031;29;3
248037;3;2
248068;266;5
248234;32;3
248239;2;2
248252;250;5
248434;33;3
248440;3;2
248632;31;3
248633;2;2
248832;29;3
248841;2;2
249031;29;3
249089;3;2
249231;29;3
249327;29;2
249428;26;3
249466;2;2
249615;3;2
249617;1016;5
249620;418;5
249629;28;3
249663;661;5
249663;860;5
249697;1495;5
249765;363;5
249766;1365;5
249829;28;3
249876;3;2
249905;304;5
250009;208;5
250030;28;3
250069;3;2
250240;37;3
250253;251;5
250273;3;2
250430;27;3
250435;232;5
250438;4;2
250633;31;3
250665;262;5
250683;2;2
250810;208;5
250828;27;3
251030;29;3
251038;237;5
251219;218;5
251230;27;3
251430;28;3
251489;286;5
251629;28;3
251636;234;5
251734;3;2
251736;3;2
251738;2;2
251747;3;2
251779;3;2
251779;178;5
251816;2;2
251829;27;3
251976;174;5
252029;28;3
252070;3;2
252184;4;2
252217;216;5
252229;28;3
252416;3;2
252430;29;3
252631;29;3
252650;2;2
252830;29;3
252838;2;2
253027;26;3
253078;3;2
253229;28;3
253249;2;2
253427;26;3
253474;4;2
253542;1141;5
253549;548;5
253576;974;5
253645;19;2
253659;458;5
253660;859;5
253670;68;3
253677;1476;5
253677;276;5
253824;3;2
253828;26;3
253927;325;5
254029;26;3
254039;3;2
254060;258;5
254229;28;3
254237;234;5
254256;2;2
254430;29;3
254465;3;2
254493;292;5
254628;2;2
254631;28;3
254666;265;5
254831;29;3
254861;258;5
255031;30;3
255048;246;5
255234;32;3
255265;264;5
255429;28;3
255467;265;5
255630;229;5
255632;30;3
255836;35;3
255873;271;5
255875;3;2
255888;2;2
255906;3;2
255978;177;5
256000;3;2
256001;2;2
256004;3;2
256033;30;3
256157;3;2
256230;227;5
256259;58;3
256326;3;2
256429;27;3
256475;3;2
256630;28;3
256679;3;2
256831;30;3
256920;51;2
257030;29;3
257039;3;2
257230;28;3
257265;3;2
257433;32;3
257455;3;2
257620;1018;5
257629;26;3
257659;1458;5
257674;3;2
257727;926;5
257729;1327;5
257741;539;5
257762;761;5
257819;418;5
257820;217;5
257831;28;3
257838;3;2
258019;3;2
258032;31;3
258055;252;5
258229;28;3
258284;283;5
258318;3;2
258404;4;2
258431;30;3
258439;238;5
258606;3;2
258623;222;5
258631;30;3
258832;30;3
258833;232;5
259029;27;3
259067;265;5
259199;197;5
259228;27;3
259429;28;3
259461;260;5
259631;28;3
259653;252;5
259791;188;5
259863;62;3
259957;3;2
259957;3;2
259985;3;2
260009;3;2
260027;26;3
260036;2;2
260037;3;2
260083;3;2
260098;297;5
260211;210;5
260231;29;3
260296;3;2
260429;27;3
260502;30;2
260626;2;2
260628;27;3
260719;317;5
260719;517;5
260814;213;5
260827;26;3
260886;4;2
260998;197;5
261031;29;3
261065;4;2
261218;3;2
261231;229;5
261234;33;3
261437;35;3
261444;243;5
261445;2;2
262671;1052;2
262673;435;2
262674;790;2
262675;66;2
262675;637;2
262675;225;2
262699;1297;5
262717;914;3
262718;317;3
262721;120;3
262724;521;3
262725;723;3
262743;1140;3
262830;29;3
263031;29;3
263033;1230;5
263088;687;5
263088;487;5
263123;920;5
263142;341;5
263144;1142;5
263174;1571;5
263234;33;3
263267;265;5
263431;30;3
263505;304;5
263629;28;3
263703;302;5
263807;206;5
263830;29;3
263956;4;2
263989;3;2
264024;3;2
264027;3;2
264030;229;5
264033;31;3
264034;3;2
264035;2;2
264076;3;2
264232;30;3
264296;294;5
264300;4;2
264429;28;3
264472;3;2
264628;27;3
264638;2;2
264835;33;3
264931;3;2
264976;575;5
265028;26;3
265100;3;2
265105;303;5
265105;504;5
265105;903;5
265179;177;5
265230;29;3
265239;3;2
265407;206;5
265430;29;3
265487;3;2
265631;30;3
265637;236;5
265655;3;2
265813;3;2
265828;26;3
265843;242;5
266032;230;5
266034;33;3
266100;4;2
266231;29;3
266238;237;5
266277;3;2
266431;28;3
266471;269;5
266473;3;2
266632;229;5
266632;2;2
266634;31;3
266819;216;5
266829;28;3
267031;28;3
267109;308;5
267198;195;5
267230;27;3
267430;29;3
267436;233;5
267609;208;5
267631;28;3
267829;28;3
267876;273;5
268006;205;5
268030;28;3
268058;3;2
268090;3;2
268163;3;2
268165;3;2
268199;3;2
268211;2;2
268214;3;2
268229;27;3
268247;245;5
268306;3;2
268431;28;3
268520;3;2
268629;28;3
268637;3;2
268826;2;2
268830;28;3
269033;30;3
269079;3;2
269115;313;5
269149;947;5
269151;748;5
269151;550;5
269222;219;5
269229;27;3
269318;3;2
269427;2;2
269430;29;3
269479;277;5
269634;32;3
269665;264;5
269738;3;2
269832;30;3
269846;2;2
269868;266;5
270031;28;3
270034;232;5
270053;3;2
270232;3;2
270232;29;3
270312;309;5
270430;28;3
270433;3;2
270444;241;5
270631;30;3
270648;2;2
270666;264;5
270832;31;3
270835;234;5
271032;31;3
271037;236;5
271109;3;2
271151;3;2
271192;191;5
271227;26;3
271324;3;2
271420;3;2
271434;33;3
271434;233;5
271633;32;3
271637;2;2
271640;239;5
271831;30;3
271840;3;2
271881;280;5
272032;30;3
272040;239;5
272233;30;3
272269;267;5
272439;37;3
272629;28;3
272830;27;3
272860;4;2
273032;30;3
273114;513;5
273120;718;5
273151;3;2
273153;3;2
273155;3;2
273159;356;5
273191;988;5
273191;3;2
273210;3;2
273233;31;3
273241;239;5
273242;3;2
273433;31;3
273434;2;2
273471;269;5
273608;206;5
273632;29;3
273724;3;2
273829;3;2
273832;31;3
273865;262;5
274033;32;3
274061;3;2
274070;269;5
274216;3;2
274235;33;3
274247;246;5
274431;29;3
274437;235;5
274496;4;2
274637;35;3
274638;236;5
274643;3;2
274832;30;3
274867;265;5
275027;225;5
275068;67;3
275131;4;2
275196;3;2
275237;35;3
275270;269;5
275324;4;2
275416;214;5
275430;29;3
275476;3;2
275637;36;3
275701;3;2
275714;313;5
275825;224;5
275830;29;3
275839;2;2
275987;4;2
276020;219;5
276028;26;3
276231;28;3
276252;3;2
276272;270;5
276377;3;2
276429;28;3
276631;29;3
276706;3;2
276832;30;3
276873;4;2
277043;3;2
277047;46;3
277160;4;2
277194;793;5
277228;27;3
277311;509;5
277312;710;5
277316;1113;5
277363;362;5
277406;3;2
277431;29;3
277441;240;5
277631;29;3
277664;262;5
277667;3;2
277810;208;5
277830;28;3
277919;3;2
278019;3;2
278030;29;3
278060;258;5
278232;31;3
278236;235;5
278239;3;2
278431;29;3
278435;234;5
278452;3;2
278628;226;5
278629;27;3
278659;4;2
278830;28;3
278869;267;5
279032;30;3
279038;236;5
279188;186;5
279198;3;2
279229;27;3
279247;3;2
279286;3;2
279472;4;2
279475;273;5
279479;77;3
279631;28;3
279649;3;2
279754;352;5
279806;203;5
279820;3;2
279830;28;3
280006;4;2
280032;31;3
280125;323;5
280222;221;5
280232;29;3
280252;2;2
280428;26;3
280471;3;2
280629;28;3
280670;2;2
280831;30;3
280840;3;2
281042;41;3
281097;17;2
281220;2;2
281233;32;3
281320;319;5
281332;1129;5
281354;553;5
281366;2;2
281380;779;5
281405;1003;5
281428;227;5
281428;26;3
281630;28;3
281649;3;2
281741;339;5
281831;29;3
281869;267;5
281911;4;2
282029;227;5
282034;31;3
282045;2;2
282231;30;3
282269;266;5
282292;3;2
282421;2;2
282430;29;3
282469;268;5
282629;28;3
282636;3;2
282640;239;5
282827;226;5
282830;27;3
283032;30;3
283045;242;5
283221;219;5
283228;27;3
283318;3;2
283353;3;2
283427;26;3
283429;3;2
283450;3;2
283480;279;5
283593;4;2
283631;29;3
283670;269;5
283822;2;2
283834;31;3
283856;254;5
284012;3;2
284029;28;3
284047;244;5
284236;33;3
284254;253;5
284272;3;2
284413;3;2
284429;27;3
284631;30;3
284664;4;2
284823;3;2
284832;29;3
285033;30;3
285050;3;2
285229;3;2
285231;28;3
285299;1096;5
285351;949;5
285386;583;5
285394;793;5
285420;417;5
285430;28;3
285445;2;2
285478;275;5
285626;2;2
285633;30;3
285754;352;5
285833;30;3
285845;242;5
285873;3;2
286033;2;2
286036;34;3
286073;270;5
286175;173;5
286231;30;3
286251;3;2
286430;229;5
286431;29;3
286437;3;2
286633;31;3
286640;2;2
286700;298;5
