Date_ms;response_time_ms;rtd_no
419433;232;5
419613;210;5
419629;26;3
419763;3;2
419796;193;5
419804;4;2
419830;27;3
419844;4;2
419883;3;2
419884;2;2
419890;3;2
419970;167;5
420028;27;3
420115;3;2
420229;228;5
420230;28;3
420248;2;2
420421;2;2
420430;29;3
420630;29;3
420656;3;2
420758;556;5
420764;363;5
420829;28;3
420832;3;2
420838;237;5
421030;29;3
421048;247;5
421080;4;2
421234;233;5
421234;32;3
421278;3;2
421416;4;2
421430;27;3
421492;290;5
421628;27;3
421637;234;5
421654;4;2
421820;3;2
421831;29;3
421848;247;5
422007;3;2
422029;28;3
422044;242;5
422217;216;5
422229;3;2
422229;28;3
422429;26;3
422437;236;5
422453;3;2
422608;205;5
422627;2;2
422632;30;3
422818;216;5
422830;28;3
423032;29;3
423075;273;5
423217;214;5
423228;27;3
423431;30;3
423466;265;5
423629;28;3
423637;236;5
423830;29;3
423835;2;2
423843;242;5
423890;3;2
423911;3;2
423928;3;2
423998;3;2
423998;3;2
424028;27;3
424081;4;2
424148;347;5
424202;201;5
424218;3;2
424231;30;3
424433;31;3
424474;3;2
424634;3;2
424636;35;3
424812;2;2
424834;32;3
424845;244;5
424872;470;5
424887;686;5
425002;3;2
425028;26;3
425052;250;5
425230;27;3
425236;234;5
425239;3;2
425419;216;5
425434;31;3
425471;3;2
425577;174;5
425646;2;2
425653;51;3
425823;3;2
425832;30;3
425898;296;5
426018;3;2
426031;29;3
426064;262;5
426232;30;3
426239;2;2
426271;269;5
426431;30;3
426439;2;2
426470;268;5
426628;26;3
426692;291;5
426709;3;2
426827;225;5
426829;26;3
427015;212;5
427034;31;3
427232;229;5
427234;33;3
427431;29;3
427489;288;5
427555;153;5
427628;26;3
427821;219;5
427830;29;3
427954;4;2
427955;3;2
427968;3;2
427987;3;2
428009;3;2
428027;26;3
428031;230;5
428048;3;2
428080;3;2
428230;29;3
428247;246;5
428269;3;2
428430;29;3
428478;2;2
428632;30;3
428642;3;2
428831;29;3
428850;3;2
428945;744;5
428947;546;5
428956;354;5
429021;219;5
429028;27;3
429123;3;2
429204;4;2
429230;28;3
429232;231;5
429431;29;3
429471;3;2
429479;277;5
429609;3;2
429631;30;3
429637;235;5
429834;233;5
429834;31;3
429853;3;2
430033;30;3
430054;3;2
430090;287;5
430232;30;3
430241;2;2
430309;306;5
430431;29;3
430433;2;2
430463;261;5
430619;3;2
430634;32;3
430648;246;5
430831;30;3
430871;269;5
430992;191;5
431030;29;3
431204;203;5
431230;29;3
431432;30;3
431443;242;5
431631;29;3
431632;230;5
431832;30;3
431865;263;5
431928;3;2
431985;4;2
431998;196;5
432027;25;3
432033;2;2
432033;2;2
432065;3;2
432065;3;2
432071;3;2
432214;212;5
432242;41;3
432269;3;2
432431;30;3
432504;4;2
432630;29;3
432671;2;2
432833;32;3
432881;3;2
432912;711;5
432944;343;5
432959;558;5
433031;29;3
433067;266;5
433071;4;2
433169;167;5
433233;30;3
433281;3;2
433428;27;3
433443;3;2
433500;297;5
433630;28;3
433644;243;5
433646;2;2
433814;212;5
433832;31;3
433915;3;2
434029;228;5
434031;29;3
434075;3;2
434189;3;2
434231;29;3
434302;300;5
434393;191;5
434428;3;2
434429;27;3
434628;27;3
434642;3;2
434659;257;5
434769;168;5
434828;25;3
435016;213;5
435029;27;3
435228;25;3
435235;233;5
435429;28;3
435438;235;5
435629;28;3
435688;287;5
435827;226;5
435829;27;3
436035;34;3
436040;2;2
436049;3;2
436075;273;5
436085;3;2
436107;3;2
436181;3;2
436211;210;5
436216;2;2
436232;30;3
436247;2;2
436248;3;2
436477;3;2
436486;85;3
436632;31;3
436634;2;2
436835;34;3
436854;4;2
436992;591;5
436995;394;5
437028;27;3
437039;238;5
437046;3;2
437112;910;5
437231;30;3
437266;265;5
437279;3;2
437371;170;5
437430;29;3
437436;2;2
437628;27;3
437658;257;5
437728;4;2
437831;30;3
437871;3;2
437879;278;5
438030;27;3
438041;240;5
438115;3;2
438198;3;2
438227;224;5
438228;26;3
438430;3;2
438431;29;3
438462;260;5
438631;29;3
438660;4;2
438673;271;5
438830;27;3
438836;234;5
439031;228;5
439034;31;3
439129;3;2
439179;4;2
439231;30;3
439268;265;5
439317;3;2
439389;3;2
439428;27;3
439508;307;5
439629;27;3
439672;2;2
439743;342;5
439799;197;5
439829;26;3
439882;3;2
440011;4;2
440034;32;3
440070;267;5
440186;3;2
440228;27;3
440241;239;5
440430;28;3
440449;3;2
440630;28;3
440673;3;2
441944;1116;2
441945;523;2
441948;672;2
441948;281;2
441949;906;2
441950;146;2
441995;592;3
442000;398;3
442000;999;3
442002;1201;3
442004;802;3
442007;204;3
442027;26;3
442097;11;2
442184;4;2
442229;27;3
442401;2;2
442432;30;3
442478;1075;5
442571;768;5
442589;1387;5
442605;604;5
442630;28;3
442643;3;2
442678;1677;5
442679;2277;5
442679;2077;5
442715;1914;5
442730;1128;5
442762;2561;5
442781;579;5
442798;396;5
442829;28;3
442968;366;5
443027;26;3
443090;289;5
443203;3;2
443229;28;3
443254;2;2
443263;262;5
443317;3;2
443406;3;2
443430;29;3
443440;239;5
443629;228;5
443630;29;3
443698;3;2
443834;32;3
443842;2;2
443849;248;5
443990;188;5
444021;3;2
444029;27;3
444161;3;2
444232;29;3
444275;273;5
444433;32;3
444442;2;2
444633;31;3
444648;3;2
444784;4;2
444829;28;3
445031;30;3
445120;4;2
445231;28;3
445248;3;2
445267;1064;5
445323;721;5
445362;561;5
445376;975;5
445398;397;5
445430;27;3
445437;2;2
445450;247;5
445635;32;3
445670;267;5
445671;3;2
445785;182;5
445831;29;3
445874;3;2
445968;166;5
445975;3;2
446030;28;3
446215;213;5
446229;28;3
446267;3;2
446429;28;3
446508;307;5
446516;3;2
446599;198;5
446621;3;2
446642;39;3
446829;26;3
446861;258;5
447031;28;3
447062;259;5
447189;3;2
447219;216;5
447229;27;3
447239;2;2
447275;2;2
447425;223;5
447435;33;3
447454;2;2
447631;29;3
447709;307;5
447712;3;2
447776;4;2
447805;203;5
447827;26;3
448030;29;3
448063;262;5
448064;4;2
448227;3;2
448231;28;3
448286;285;5
448421;3;2
448434;32;3
448633;32;3
448647;3;2
448805;3;2
448830;29;3
449029;28;3
449119;3;2
449215;2;2
449230;29;3
449416;1014;5
449429;628;5
449431;29;3
449450;3;2
449468;867;5
449515;514;5
449553;1350;5
449568;3;2
449584;383;5
449630;29;3
449666;264;5
449792;4;2
449802;201;5
449828;26;3
450008;206;5
450030;27;3
450042;3;2
450223;220;5
450231;2;2
450231;28;3
450406;203;5
450427;26;3
450461;2;2
450630;28;3
450646;3;2
450711;310;5
450829;27;3
450863;261;5
451020;218;5
451031;30;3
451233;31;3
451246;245;5
451400;198;5
451428;27;3
451681;79;3
451691;290;5
451831;30;3
451869;267;5
452030;28;3
452043;242;5
452232;30;3
452248;246;5
452431;30;3
452577;3;2
452628;27;3
452689;3;2
452691;3;2
452698;2;2
452728;3;2
452761;3;2
452832;30;3
452836;3;2
452836;3;2
452838;2;2
452841;3;2
452969;3;2
453032;29;3
453073;3;2
453216;3;2
453231;29;3
453371;2;2
453434;31;3
453507;906;5
453572;1171;5
453612;2;2
453623;620;5
453636;34;3
453647;1445;5
453647;445;5
453690;287;5
453729;927;5
453825;3;2
453845;43;3
453858;256;5
454036;33;3
454072;270;5
454079;2;2
454230;227;5
454231;30;3
454303;3;2
454392;4;2
454423;222;5
454429;27;3
454626;3;2
454630;29;3
454668;266;5
454830;27;3
454839;238;5
455031;29;3
455066;263;5
455207;205;5
455230;28;3
455431;29;3
455446;244;5
455550;3;2
455555;4;2
455590;4;2
455632;31;3
455641;239;5
455651;2;2
455715;3;2
455827;226;5
455830;29;3
455880;3;2
456030;28;3
456066;265;5
456070;2;2
456229;27;3
456255;253;5
456275;3;2
456428;2;2
456431;29;3
456632;30;3
456643;3;2
456830;29;3
456913;3;2
457029;28;3
457045;3;2
457229;28;3
457320;2;2
457411;3;2
457470;69;3
457561;1159;5
457566;765;5
457595;594;5
457611;1409;5
457629;28;3
457643;1041;5
457670;2;2
457676;475;5
457749;348;5
457806;205;5
457834;32;3
457841;3;2
458020;218;5
458049;3;2
458052;50;3
458224;3;2
458230;29;3
458265;263;5
458375;3;2
458428;26;3
458507;306;5
458632;29;3
458642;240;5
458658;2;2
458832;31;3
458908;305;5
459003;202;5
459031;29;3
459237;36;3
459250;248;5
459430;229;5
459430;28;3
459591;4;2
459593;2;2
459627;26;3
459641;239;5
459718;3;2
459720;2;2
459727;2;2
459828;27;3
459845;2;2
459881;280;5
460016;3;2
460030;29;3
460041;240;5
460233;32;3
460262;261;5
460283;4;2
460400;4;2
460430;29;3
460599;3;2
460628;27;3
460831;28;3
460874;2;2
461032;30;3
461051;3;2
461230;29;3
461257;3;2
461437;35;3
461483;3;2
461621;3;2
461631;28;3
461665;862;5
461665;464;5
461742;740;5
461743;1142;5
461776;1575;5
461791;1390;5
461810;408;5
461811;2;2
461828;27;3
461856;253;5
462030;28;3
462046;2;2
462047;246;5
462233;30;3
462267;265;5
462282;5;2
462431;30;3
462432;229;5
462475;4;2
462610;209;5
462631;30;3
462700;3;2
462820;219;5
462830;29;3
463032;30;3
463071;270;5
463231;29;3
463306;304;5
463430;29;3
463441;239;5
463632;31;3
463633;232;5
463757;4;2
463775;3;2
463797;2;2
463803;202;5
463818;3;2
463828;27;3
463854;3;2
463854;3;2
464032;31;3
464042;241;5
464133;3;2
464226;2;2
464231;30;3
464240;239;5
464429;28;3
464487;3;2
464626;3;2
464630;29;3
464832;31;3
464875;2;2
465031;29;3
465036;2;2
465232;29;3
465272;3;2
465428;2;2
465432;29;3
465630;28;3
465673;3;2
465740;537;5
465788;1187;5
465823;1022;5
465840;14;2
465841;40;3
465844;842;5
465877;1476;5
465879;1678;5
465910;308;5
465932;529;5
466035;33;3
466052;3;2
466130;329;5
466231;29;3
466257;3;2
466292;290;5
466435;33;3
466446;2;2
466474;272;5
466629;3;2
466629;28;3
466688;286;5
466822;221;5
466832;30;3
467029;28;3
467066;264;5
467211;210;5
467232;30;3
467431;30;3
467504;302;5
467597;196;5
467628;27;3
467791;190;5
467796;3;2
467828;27;3
467845;3;2
467858;2;2
467898;4;2
467936;3;2
467966;3;2
468033;30;3
468039;238;5
468094;2;2
468230;28;3
468235;232;5
468294;45;2
468429;28;3
468449;3;2
468594;4;2
468630;29;3
468714;512;5
468748;347;5
468801;4;2
468829;27;3
468838;237;5
469031;30;3
469050;248;5
469050;3;2
469217;216;5
469230;28;3
469238;3;2
469430;29;3
469471;269;5
469495;2;2
469613;212;5
469629;27;3
469650;4;2
469822;3;2
469832;30;3
469866;264;5
470007;205;5
470031;29;3
470126;4;2
470214;212;5
470239;37;3
470245;3;2
470431;29;3
470433;2;2
470442;240;5
470632;29;3
470638;236;5
470647;4;2
470821;218;5
470830;29;3
471035;33;3
471079;278;5
471232;30;3
471264;262;5
471429;227;5
471433;31;3
471632;30;3
471636;234;5
471822;2;2
471825;223;5
471833;30;3
471874;4;2
471904;3;2
471982;3;2
471984;3;2
471985;182;5
471986;2;2
472028;27;3
472094;3;2
472228;27;3
472231;230;5
472283;15;2
472430;29;3
472430;2;2
472632;31;3
472669;2;2
472682;481;5
472721;320;5
472805;204;5
472832;30;3
472874;3;2
473030;28;3
473041;2;2
473087;285;5
473228;27;3
473240;238;5
473273;3;2
473430;29;3
473439;3;2
473514;313;5
473632;31;3
473638;237;5
473674;4;2
473828;227;5
473831;30;3
473835;2;2
474024;223;5
474028;26;3
474078;3;2
474206;2;2
474231;30;3
474319;317;5
474399;4;2
474426;225;5
474430;28;3
474629;227;5
474629;28;3
474724;4;2
474818;3;2
474829;27;3
474869;268;5
475011;3;2
475030;28;3
475038;236;5
475207;205;5
475228;27;3
475235;3;2
475430;28;3
475435;234;5
475513;3;2
475579;177;5
475630;27;3
475689;3;2
475829;28;3
475834;2;2
475866;263;5
476015;214;5
476030;29;3
476071;3;2
476173;172;5
476223;3;2
476229;28;3
476429;28;3
476480;3;2
476631;29;3
476691;3;2
476787;386;5
476832;30;3
476837;2;2
476840;639;5
476910;308;5
477033;30;3
477046;3;2
477067;265;5
477231;30;3
477262;259;5
477271;2;2
477426;225;5
477431;29;3
477503;3;2
477633;31;3
477637;2;2
477707;305;5
477812;2;2
477832;30;3
477843;241;5
478022;220;5
478029;27;3
478091;3;2
478231;30;3
478272;270;5
478311;3;2
478422;2;2
478429;28;3
478469;268;5
478626;3;2
478631;29;3
478657;256;5
478803;201;5
478832;30;3
479033;30;3
479042;240;5
479231;30;3
479237;234;5
479436;34;3
479449;248;5
479632;31;3
479670;268;5
479832;31;3
479923;322;5
480033;30;3
480033;232;5
480051;2;2
480093;2;2
480158;3;2
480191;4;2
480192;3;2
480203;3;2
480225;2;2
480227;26;3
480290;287;5
480315;3;2
480430;27;3
480480;3;2
480628;2;2
480631;29;3
480831;30;3
480859;3;2
480892;489;5
480923;722;5
480956;354;5
481022;221;5
481031;29;3
481054;5;2
481205;203;5
481230;28;3
481294;2;2
481393;191;5
481424;3;2
481429;28;3
481615;214;5
481631;30;3
481666;2;2
481829;27;3
481840;2;2
481911;310;5
482033;32;3
482038;236;5
482073;3;2
482226;3;2
482231;30;3
482258;257;5
482432;30;3
482468;267;5
482491;2;2
482626;2;2
482629;227;5
482632;29;3
482828;225;5
482831;28;3
483029;27;3
483064;261;5
483220;218;5
483231;28;3
483425;222;5
483433;32;3
483631;30;3
483640;239;5
483836;35;3
483841;240;5
484032;30;3
484033;3;2
484036;235;5
484066;3;2
484129;3;2
484161;3;2
484165;4;2
484191;4;2
484206;3;2
484227;25;3
484266;264;5
484335;3;2
484433;32;3
484469;3;2
484632;30;3
484663;3;2
484839;3;2
484844;41;3
484915;514;5
484918;316;5
485021;3;2
485034;32;3
485073;871;5
485104;301;5
485228;2;2
485231;30;3
485263;261;5
485434;32;3
485469;268;5
485475;3;2
485574;172;5
485604;4;2
485632;29;3
485815;212;5
485830;28;3
485872;4;2
486008;2;2
486030;28;3
486084;282;5
486208;3;2
486229;27;3
486240;238;5
486397;195;5
486432;30;3
486453;3;2
486611;209;5
486632;29;3
486660;3;2
486832;31;3
486886;283;5
486970;169;5
487021;3;2
487032;31;3
487125;4;2
487194;193;5
487231;30;3
487272;2;2
487431;29;3
487433;232;5
487473;3;2
487610;208;5
487630;28;3
487649;3;2
487824;3;2
487832;31;3
487837;235;5
488022;221;5
488029;27;3
488042;3;2
488227;3;2
488235;33;3
488239;237;5
488433;32;3
488471;3;2
488632;30;3
488674;4;2
488836;34;3
488924;4;2
488985;783;5
489022;420;5
489032;29;3
489041;3;2
489074;673;5
489077;275;5
489229;28;3
489230;227;5
489254;3;2
489422;221;5
489430;28;3
489514;4;2
489614;212;5
489621;2;2
489632;31;3
489830;28;3
489840;2;2
489847;246;5
490021;2;2
490028;25;3
490055;253;5
490203;3;2
490227;26;3
490236;233;5
490377;3;2
490428;27;3
490464;263;5
490631;29;3
490634;3;2
490664;263;5
490814;212;5
490829;27;3
491029;227;5
491034;32;3
491167;3;2
491173;2;2
491229;28;3
491247;3;2
491262;260;5
491401;200;5
491428;27;3
491456;3;2
491630;29;3
491641;240;5
491642;3;2
491833;32;3
491878;277;5
491901;3;2
492020;219;5
492030;27;3
492047;3;2
492208;205;5
492229;27;3
492264;10;2
492431;30;3
492451;3;2
492624;2;2
492630;29;3
492829;28;3
492846;3;2
493016;2;2
493030;28;3
493069;668;5
493102;301;5
493225;3;2
493233;632;5
493235;34;3
493236;1034;5
493238;236;5
493430;28;3
493462;261;5
493483;3;2
493624;3;2
493631;30;3
493663;261;5
493831;29;3
493868;267;5
493876;4;2
494032;31;3
494040;238;5
494044;4;2
494230;29;3
494238;237;5
494253;3;2
494430;29;3
494433;232;5
494557;3;2
494610;2;2
494629;26;3
494696;295;5
494830;28;3
494881;278;5
495028;25;3
495035;233;5
495169;166;5
495231;29;3
495253;4;2
495281;3;2
495294;3;2
495432;31;3
495461;3;2
495495;293;5
495633;32;3
495634;233;5
495644;3;2
495827;3;2
495830;29;3
495862;261;5
495987;4;2
496020;219;5
496029;27;3
496232;30;3
496276;274;5
496305;3;2
496431;29;3
496471;2;2
496634;33;3
496680;3;2
496831;28;3
496878;3;2
497031;29;3
497100;3;2
497211;408;5
497234;3;2
497238;37;3
497270;868;5
497309;708;5
497310;1108;5
497353;351;5
497422;2;2
497428;27;3
497470;269;5
497629;28;3
497635;234;5
497639;2;2
497829;28;3
497836;235;5
497898;3;2
497963;3;2
497977;176;5
498031;30;3
498229;28;3
498229;3;2
498241;240;5
498430;28;3
498438;2;2
498465;264;5
498648;45;3
498657;4;2
498658;256;5
498834;31;3
498850;247;5
499031;30;3
499071;268;5
499208;207;5
499229;26;3
499352;3;2
499356;4;2
499364;3;2
499430;28;3
499431;3;2
499465;262;5
499630;27;3
499639;2;2
499667;265;5
499808;205;5
499829;28;3
499888;4;2
500024;223;5
500071;31;2
500110;109;3
500231;29;3
500241;2;2
500311;310;5
500431;29;3
500497;3;2
500630;28;3
500718;3;2
500829;26;3
500871;4;2
501031;29;3
501056;3;2
501172;770;5
501236;34;3
501250;447;5
501250;1048;5
502372;976;2
502372;762;2
502372;101;2
502373;525;2
502373;334;2
502373;1097;2
502410;7;2
502422;1820;5
502428;427;3
502431;1429;5
502432;831;3
502438;1236;5
502442;639;3
502445;1044;3
502449;248;3
502450;48;3
502623;3;2
502629;28;3
502773;1172;5
502809;808;5
502812;1009;5
502828;26;3
502846;1445;5
502846;444;5
502847;646;5
502900;299;5
503030;29;3
503065;263;5
503207;206;5
503229;26;3
503320;3;2
503351;3;2
503362;159;5
503367;3;2
503430;29;3
503475;3;2
503576;175;5
503578;3;2
503628;26;3
503829;28;3
503865;263;5
503908;3;2
503994;193;5
504030;27;3
504052;2;2
504176;173;5
504222;2;2
504272;71;3
504429;26;3
504436;2;2
504632;30;3
504711;4;2
504713;512;5
504744;341;5
504800;2;2
504805;203;5
504827;26;3
505023;222;5
505031;29;3
505068;3;2
505177;2;2
505229;28;3
505263;261;5
505422;2;2
505429;228;5
505431;29;3
505602;200;5
505631;29;3
505641;2;2
505803;201;5
505827;26;3
505846;3;2
506030;229;5
506030;27;3
506095;2;2
506217;214;5
506229;27;3
506234;2;2
506421;219;5
506431;28;3
506484;4;2
506620;3;2
506634;31;3
506671;268;5
506805;202;5
506831;29;3
507031;229;5
507035;34;3
507234;33;3
507276;275;5
507400;3;2
507403;3;2
507428;25;3
507447;3;2
507464;263;5
507521;3;2
507634;32;3
507673;3;2
507703;300;5
507778;3;2
507831;29;3
507865;263;5
508030;29;3
508037;235;5
508065;3;2
508235;34;3
508255;254;5
508287;3;2
508433;32;3
508449;3;2
508635;4;2
508636;34;3
508828;427;5
508829;28;3
508863;662;5
508869;3;2
508919;317;5
509035;34;3
509078;277;5
509082;3;2
509229;27;3
509240;239;5
509243;3;2
509430;28;3
509438;2;2
509502;300;5
509631;30;3
509639;237;5
509676;3;2
509830;27;3
509862;261;5
509917;3;2
510031;28;3
510069;266;5
510152;4;2
510207;3;2
510222;219;5
510228;25;3
510432;31;3
510442;239;5
510479;3;2
510617;216;5
510629;28;3
510649;3;2
510817;216;5
510883;82;3
511032;29;3
511069;268;5
511228;225;5
511230;28;3
511431;29;3
511508;306;5
511634;32;3
511635;233;5
511832;31;3
511848;246;5
512031;30;3
512068;267;5
512230;29;3
512250;249;5
512440;38;3
512631;30;3
512830;28;3
512886;484;5
512886;3;2
512922;321;5
512948;747;5
512979;3;2
512996;2;2
513012;2;2
513030;28;3
513046;244;5
513086;4;2
513086;4;2
513088;3;2
513136;16;2
513139;4;2
513171;3;2
513191;3;2
513206;3;2
513231;29;3
513241;239;5
513376;4;2
513421;219;5
513434;32;3
513498;3;2
513632;31;3
513670;3;2
513709;307;5
513813;212;5
513870;25;2
513871;69;3
514031;29;3
514035;3;2
514089;287;5
514228;27;3
514233;231;5
514256;3;2
514399;3;2
514430;28;3
514430;229;5
514631;29;3
514683;3;2
514717;315;5
514818;216;5
514830;27;3
515034;32;3
515073;270;5
515232;31;3
515306;304;5
515429;28;3
515467;266;5
515631;230;5
515631;30;3
515674;3;2
515731;3;2
515771;3;2
515782;2;2
515805;3;2
515831;30;3
515858;3;2
515868;267;5
516031;28;3
516067;266;5
516076;3;2
516193;4;2
516223;220;5
516229;28;3
516377;3;2
516430;29;3
516623;3;2
516631;29;3
516833;32;3
516916;3;2
516924;322;5
517007;3;2
517032;29;3
517041;840;5
517045;644;5
517130;329;5
517232;30;3
517240;237;5
517270;3;2
517428;27;3
517438;236;5
517470;3;2
517626;2;2
517631;30;3
517669;268;5
517813;212;5
517829;27;3
517832;3;2
518000;198;5
518031;29;3
518118;4;2
518211;2;2
518216;214;5
518229;27;3
518431;229;5
518432;29;3
518471;3;2
518634;32;3
518671;268;5
518694;3;2
518832;230;5
518834;31;3
519027;224;5
519037;34;3
519227;224;5
519231;29;3
519458;56;3
519466;264;5
519634;232;5
519635;34;3
519824;3;2
519832;30;3
519835;2;2
519877;3;2
519889;288;5
519923;3;2
519961;3;2
519992;4;2
520027;225;5
520031;29;3
520074;4;2
520209;3;2
520230;27;3
520300;298;5
520414;2;2
520430;29;3
520629;2;2
520631;28;3
520833;20;2
520857;56;3
521018;617;5
521035;32;3
521068;465;5
521118;3;2
521124;921;5
521155;354;5
521232;31;3
521270;3;2
521306;303;5
521427;3;2
521432;29;3
521470;269;5
521632;30;3
521647;244;5
521653;3;2
521808;3;2
521830;28;3
521884;282;5
522031;30;3
522070;268;5
522100;3;2
522209;208;5
522228;27;3
522278;3;2
522424;223;5
522432;29;3
522450;2;2
522637;36;3
522657;3;2
522672;269;5
522835;33;3
522844;243;5
523032;31;3
523047;245;5
523231;230;5
523232;30;3
523432;31;3
523481;279;5
523630;29;3
523663;262;5
523813;212;5
523830;29;3
523914;3;2
523980;3;2
524026;225;5
524031;2;2
524036;35;3
524054;3;2
524054;3;2
524098;3;2
524138;3;2
524176;175;5
524230;28;3
524266;3;2
524432;31;3
524480;3;2
524632;30;3
524637;3;2
524829;2;2
524831;29;3
525031;30;3
525075;3;2
525134;532;5
525168;966;5
525180;378;5
525206;205;5
525209;808;5
525226;25;3
525247;3;2
525428;27;3
525473;3;2
525474;273;5
525580;179;5
525614;3;2
525630;29;3
525833;30;3
525841;240;5
525855;3;2
526000;197;5
526031;30;3
526049;3;2
526276;45;2
526286;84;3
526286;285;5
526431;30;3
526473;3;2
526478;276;5
526630;229;5
526632;29;3
526663;3;2
526830;28;3
526912;309;5
527015;213;5
527029;28;3
527229;228;5
527231;29;3
527433;32;3
527472;270;5
527633;32;3
527634;233;5
527836;33;3
527910;309;5
527969;3;2
527974;2;2
528003;3;2
528019;2;2
528029;28;3
528033;230;5
528052;3;2
528083;3;2
528164;10;2
528174;173;5
528212;2;2
528229;28;3
528429;3;2
528430;29;3
528629;28;3
528673;3;2
528830;28;3
528916;4;2
529029;26;3
529052;4;2
529111;309;5
529112;511;5
529163;962;5
529175;774;5
529231;28;3
529263;260;5
529317;3;2
529411;2;2
529428;27;3
529461;258;5
529630;29;3
529658;2;2
529667;266;5
529830;28;3
529837;2;2
529846;245;5
530035;34;3
530039;237;5
530049;3;2
530232;29;3
530273;272;5
530290;3;2
530403;200;5
530430;28;3
530449;3;2
530629;28;3
530663;261;5
530668;2;2
530796;195;5
530831;29;3
531031;30;3
531064;262;5
531191;190;5
531229;26;3
531430;29;3
531462;259;5
531609;208;5
531630;28;3
531828;26;3
531837;235;5
532027;225;5
532031;29;3
532071;3;2
532074;4;2
532150;4;2
532150;2;2
532184;3;2
532197;2;2
532217;2;2
532232;30;3
532265;3;2
532296;294;5
532430;29;3
532455;3;2
532632;30;3
532675;3;2
532829;28;3
532841;3;2
533017;3;2
533030;27;3
533201;800;5
533226;2;2
533229;28;3
533232;431;5
533264;1062;5
533309;707;5
533356;353;5
533430;28;3
533467;266;5
533478;2;2
533580;178;5
533628;26;3
533714;3;2
533813;211;5
533833;30;3
533850;3;2
534032;29;3
534042;3;2
534048;245;5
534211;3;2
534232;29;3
534239;236;5
534389;186;5
534430;27;3
534450;3;2
534633;32;3
534636;233;5
534648;3;2
534788;187;5
534829;28;3
535035;33;3
535067;266;5
535200;198;5
535229;28;3
535385;184;5
535430;28;3
535599;197;5
535630;29;3
535832;29;3
535905;304;5
536010;207;5
536030;29;3
536149;4;2
536196;3;2
536226;25;3
536231;3;2
536252;2;2
536262;261;5
536285;3;2
536287;3;2
536317;3;2
536339;2;2
536430;29;3
536538;4;2
536634;31;3
536702;3;2
536833;30;3
536882;3;2
537036;35;3
537097;3;2
537168;967;5
537205;804;5
537229;26;3
537231;3;2
537308;307;5
537311;508;5
537311;708;5
537391;188;5
537428;27;3
537476;4;2
537618;2;2
537631;30;3
537668;267;5
537829;28;3
537838;237;5
537914;3;2
538005;3;2
538029;28;3
538036;235;5
538200;3;2
538231;29;3
538254;253;5
538431;28;3
538446;244;5
538448;3;2
538629;28;3
538632;229;5
538644;3;2
538830;229;5
538832;31;3
539032;29;3
539072;271;5
539123;3;2
539157;3;2
539169;166;5
539231;30;3
539245;3;2
539382;181;5
539429;28;3
539457;2;2
539625;3;2
539631;230;5
539633;31;3
539831;29;3
539841;239;5
539879;3;2
540020;3;2
540030;28;3
540065;263;5
540214;212;5
540226;25;3
540274;3;2
540415;3;2
540430;27;3
540621;2;2
540630;29;3
540832;31;3
540848;2;2
541029;28;3
541047;3;2
541230;3;2
541230;27;3
541281;1080;5
541318;317;5
541353;752;5
541363;562;5
541383;980;5
541428;27;3
541462;259;5
541487;3;2
541632;30;3
541662;261;5
541672;3;2
541831;29;3
541838;3;2
541880;278;5
542036;33;3
542042;240;5
542043;3;2
542231;29;3
542231;2;2
542266;263;5
542392;3;2
542426;224;5
542432;31;3
542631;30;3
542639;3;2
542692;291;5
542832;31;3
542864;263;5
543030;28;3
543033;232;5
543091;3;2
543131;4;2
543214;3;2
543234;33;3
543266;264;5
543434;233;5
543441;38;3
543495;3;2
543629;28;3
543649;4;2
543691;288;5
543832;31;3
543848;247;5
543923;4;2
544018;217;5
544029;28;3
544046;3;2
544234;31;3
544235;2;2
544239;238;5
544431;30;3
544433;3;2
544633;30;3
544728;3;2
544831;30;3
544833;2;2
545028;27;3
545036;3;2
545230;28;3
545277;3;2
545402;1199;5
545410;409;5
545428;26;3
545446;4;2
545478;875;5
545566;765;5
545578;1177;5
545603;401;5
545613;2;2
545669;68;3
545704;302;5
545833;32;3
545843;3;2
545887;286;5
545986;3;2
546032;30;3
546063;262;5
546229;227;5
546233;31;3
546273;3;2
546423;3;2
546434;32;3
546469;267;5
546582;4;2
546612;210;5
546628;27;3
546834;31;3
546868;267;5
547028;225;5
547034;32;3
547196;3;2
547229;227;5
547234;33;3
547248;3;2
547318;3;2
547417;216;5
547433;32;3
547474;3;2
547633;31;3
547668;267;5
547670;3;2
547818;216;5
547832;30;3
547835;2;2
548030;28;3
548061;259;5
548115;3;2
548221;219;5
548229;28;3
548251;2;2
548431;4;2
548431;28;3
548631;29;3
548680;3;2
548832;30;3
548877;3;2
549031;30;3
549066;2;2
549209;2;2
549231;30;3
549429;28;3
549448;2;2
549526;1325;5
549531;330;5
549559;558;5
549583;1180;5
549629;26;3
549638;1036;5
549646;3;2
549665;863;5
549754;353;5
549829;28;3
549857;3;2
549867;264;5
550031;30;3
550062;261;5
550079;4;2
550231;28;3
550233;232;5
550332;3;2
550433;31;3
550439;236;5
550440;2;2
550611;209;5
550629;28;3
550697;3;2
550820;219;5
550831;30;3
551031;29;3
551062;261;5
551230;29;3
551249;247;5
551300;3;2
551331;4;2
551363;3;2
551395;194;5
551434;6;2
551443;42;3
551614;3;2
551635;32;3
551658;257;5
551802;3;2
551875;272;5
551887;85;3
